word,count
abbey,11
abhor,2
abhors,2
abide,1
abolish,1
absence,2
abused,2
abusest,1
accept,1
accident,1
accompanied,1
accompanies,1
accomplish,1
accomplishment,1
account,2
accurate,1
accursed,1
accusations,1
accuse,2
ace,1
aclock,1
acquaint,1
acquainted,1
acquittance,1
actors,1
acts,1
actual,1
ad,1
adam,15
adamant,1
add,1
addressed,1
adds,1
adequately,1
adevrbially,1
adieu,1
admired,1
admitted,1
ado,3
adonis,1
adv,1
advantage,1
advantages,1
adventure,1
adventures,1
adverbially,2
adversary,1
affairs,2
afire,1
afraid,4
age,1
agers,1
agony,1
agree,3
agreed,2
agreement,1
agrees,1
ail,1
ails,1
aim,1
air,1
airs,1
airy,1
alas,4
albeit,1
aldersgate,4
aldine,1
ale,1
alehouse,2
alexandrine,1
alfred,1
alice,237
alicei,1
alicemichael,1
alicenot,1
alive,1
allde,1
alliteration,1
alliterative,1
alls,1
allto,1
alluded,1
allusion,2
aloud,1
alter,1
alters,1
amain,2
amazed,1
ambush,1
amend,1
amended,1
amends,3
amery,1
amiss,2
analyses,1
angel,1
angels,6
anger,2
angry,2
annoyance,1
anon,3
anonymous,1
answer,8
antidote,1
antiquary,1
antiquities,1
antony,2
anxious,1
apparel,1
apparent,1
appeal,1
appeared,3
appears,1
appeased,1
appellation,1
apple,1
apply,1
appoint,1
apprehend,4
approach,1
approved,1
april,1
arbour,1
arden,224
ardens,30
ardern,6
argueth,1
arguments,1
arm,4
arming,2
arms,9
arose,1
arraigned,1
arrows,1
art,18
artificer,2
artificers,1
artist,1
ascribe,1
ascribing,1
ashamed,1
asked,1
asks,1
asleep,3
assailed,1
assassination,1
assert,1
assist,1
assure,2
assured,1
asunder,2
ate,1
attain,1
attempt,3
attempts,1
attired,1
audit,1
augmentations,1
auroram,1
author,2
authority,1
authors,1
authorship,4
avarice,1
avoid,2
awake,3
awaked,1
awl,1
awry,1
ay,54
backdoor,1
backed,1
backgammon,1
bad,5
bags,1
bailed,1
bait,1
baleful,1
balked,1
ballads,3
ban,1
banish,1
banquomacbeth,1
bare,4
bargain,3
barrel,1
bartholomew,1
base,9
baseminded,1
basilisk,2
basilisks,1
battery,1
bawdyhouses,1
bayne,1
beams,1
beand,1
