word,count
abated,1
abatement,1
abhorrd,1
abhorred,1
abjure,1
abode,1
abominable,1
absolute,1
abusd,5
abuse,1
abused,2
abuses,1
accent,1
accents,1
accommodate,1
account,1
accuse,1
accusers,1
acknowledgd,1
acknowledge,1
acknowledged,1
acold,5
acquaint,2
acquaintance,1
acre,1
action,1
actiontaking,1
add,1
adder,1
addition,5
address,1
adieu,1
adjoining,2
admirable,1
admiration,1
ado,1
adore,1
adulterers,1
adultery,2
adultress,1
advancd,1
advancement,1
advantage,1
advantages,1
adversary,2
advice,1
advisd,1
advise,5
afar,1
affairs,1
affect,1
affection,3
affectionate,1
affirm,1
afflict,1
affliction,2
afoot,2
afore,1
agd,1
age,12
aged,2
agueproof,1
ahanging,1
aheight,1
aidant,1
air,8
airs,1
ajax,1
alack,15
alarum,2
alarumd,1
alarums,1
alas,2
albany,70
albanys,10
albion,1
alight,1
alive,5
allay,1
allegiance,1
alllicensd,1
allot,1
allowance,1
alls,2
allshaking,1
alms,1
aloof,1
aloud,1
alow,2
alteration,1
alterd,1
altitude,1
altogether,3
amazd,1
ambition,1
amities,1
amity,1
amorous,1
ample,2
amplify,1
anatomize,1
anchoring,1
ancient,5
ands,1
angel,1
anger,3
angering,1
angler,1
angry,1
anguish,2
animal,1
anointed,1
anon,1
answer,16
answerd,2
answered,1
answers,1
ant,1
antipathy,1
apace,2
apish,1
apollo,2
apothecary,1
appears,4
appertains,1
appetite,2
apple,1
applied,1
apply,1
appointed,1
apprehend,2
apprehension,1
approach,3
approve,2
approves,2
apt,2
arbitrement,1
arch,1
argument,1
arguments,1
aright,2
arm,9
armd,2
armed,3
arms,10
army,5
aroint,2
arraign,3
arrant,1
array,1
arrayd,1
arrest,2
arrives,1
art,41
ashamd,3
askd,1
asleep,3
aspect,1
asquint,1
ass,2
assaulted,1
assembly,1
asses,1
assurance,2
assurd,1
assure,1
assured,1
astronomical,1
athenian,1
attaskd,1
attempting,1
attend,6
attendance,1
attendant,5
attendants,12
attended,1
attending,2
atwain,1
aught,4
auricular,1
auspicious,1
authorities,1
authority,4
autumns,1
avaunt,1
avoid,1
avouch,1
avouched,1
awake,2
awhile,4
awork,1
ay,23
aye,1
babe,1
babes,1
bad,3
badness,2
bags,1
bald,1
ballow,1
balm,1
balmd,1
bandy,2
banishd,6
banished,2
banishment,3
bannernow,1
banners,1
bans,2
bar,3
barbarous,2
barbermonger,1
bare,3
baregnawn,1
bareheaded,1
bark,3
base,8
baseness,1
basest,3
bastard,7
bastardizing,1
bastards,1
bastardy,1
battle,5
battles,2
bawd,1
bawds,1
bay,1
beach,1
beacon,1
beadle,1
beaks,1
beams,1
bear,17
beard,8
bearing,3
bears,3
bearst,1
beast,2
beastly,1
beasts,1
beat,4
beaten,2
beating,1
beats,1
beauty,2
bed,8
bedlam,2
beetles,1
beg,4
began,1
beget,2
beggar,4
beggarly,1
beggarman,1
beggars,3
beggd,1
begot,2
begs,1
beguild,1
beguile,1
beguiled,1
behalf,1
behaviour,1
behold,5
beholding,1
believd,1
belike,1
bellowd,1
belly,1
bellyful,1
bellypinched,1
belovd,2
beloved,2
bemadding,1
bemet,1
bemonster,1
bench,1
bend,2
bending,2
beneath,3
benediction,3
benefit,1
benefits,1
benefitted,1
benison,2
bent,2
bereaved,1
beseech,8
besort,1
bespoke,1
bessy,1
bestirrd,1
bestow,3
bestowd,1
bet,1
bethink,1
bethought,1
betray,1
betters,2
betwixt,3
beware,2
beweep,1
bewray,2
bias,1
bid,9
bidding,1
bide,1
biding,1
bids,5
big,1
bigger,1
bills,1
bin,2
bind,4
bird,1
birds,1
birth,1
bit,2
bitch,1
bite,2
bites,1
biting,1
bitter,4
black,4
blame,8
blamed,1
blanch,1
blank,1
blanket,2
blast,2
blasts,3
bleed,4
bleeding,2
bleedst,1
bless,8
blessd,1
blessing,4
blest,1
blind,5
blinding,1
bliss,1
block,1
blood,12
bloody,7
blot,1
blow,3
blown,2
blows,5
bluntly,1
bluntness,1
