word,Late_Edmund_Burke,Late_Fanny_Burney,Late_Edward_Gibbon,Late_Oliver_Goldsmith,Shakespeare1,Early_Francis_Bacon,Shakespeare2,Early_Christopher_Marlowe,Shakespeare3,Shakespeare4,Late_Samuel_Johnson,Shakespeare5,Early_Edmund_Spenser,Early_Ben_Jonson,Early_John_Donne
preserved,0.00022945090633108,5.6121446810898786e-05,0.0009169384734284329,4.600239212439047e-05,0.0,0.00014082193066866948,0.0,0.0,0.0004902922141596392,0.0,0.0009725261366399222,0.0,0.0,0.0,0.00023393636930754835
preserves,5.2950209153326155e-05,0.0,5.2396484195910455e-05,4.600239212439047e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00012156576707999027,0.0,0.0,0.0,3.898939488459139e-05
preserving,0.00019415076689552923,0.00011224289362179757,0.00011789208944079852,4.600239212439047e-05,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011696818465377417
presided,3.530013943555077e-05,5.6121446810898786e-05,5.2396484195910455e-05,4.600239212439047e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5892611289582376e-05,0.0
presidencies,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
president,7.060027887110154e-05,0.0,6.549560524488807e-05,0.0,0.00010281719103434094,9.388128711244632e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.583133684714902e-05,4.5892611289582376e-05,0.0
presidents,1.7650069717775385e-05,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
presiding,8.825034858887692e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
press,8.825034858887692e-05,2.8060723405449393e-05,2.6198242097955228e-05,0.0,0.0,9.388128711244632e-05,8.517887563884156e-05,9.528346831824679e-05,0.00019611688566385565,0.00010349824052991099,0.00024313153415998054,0.0,0.00019166267369429804,0.00013767783386874714,0.00031191515907673113
pressed,8.825034858887692e-05,0.00022448578724359514,0.00015718945258773136,0.0,0.0,9.388128711244632e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5892611289582376e-05,0.00011696818465377417
presses,7.060027887110154e-05,0.0,0.0,0.0,0.0,4.694064355622316e-05,0.0,0.0,0.0,0.00010349824052991099,0.0,0.0,0.0,0.0,3.898939488459139e-05
pressing,5.2950209153326155e-05,8.418217021634818e-05,7.859472629386568e-05,9.200478424878094e-05,0.0,2.347032177811158e-05,0.0,0.0,0.0002941753284957835,0.0,0.0,0.0,0.0,0.0,0.0
pressure,1.7650069717775385e-05,0.0,2.6198242097955228e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,7.885191610156126e-05,0.0,0.0,0.0
prestatyn,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
presume,0.0002471009760488554,0.00016836434043269636,9.169384734284329e-05,9.200478424878094e-05,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.583133684714902e-05,0.0,0.00015595757953836556
presumed,0.00014120055774220308,0.00011224289362179757,0.00013099121048977614,4.600239212439047e-05,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
presumption,0.00021180083661330462,0.00014030361702724697,5.2396484195910455e-05,0.0001380071763731714,0.0,4.694064355622316e-05,0.0,9.528346831824679e-05,0.0,0.0,0.00012156576707999027,0.0,0.0,9.178522257916475e-05,7.797878976918278e-05
presumptions,3.530013943555077e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.898939488459139e-05
presumptuous,1.7650069717775385e-05,2.8060723405449393e-05,1.3099121048977614e-05,0.0,0.0,4.694064355622316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretence,0.00042360167322660924,0.00028060723405449393,0.00010479296839182091,4.600239212439047e-05,0.0,2.347032177811158e-05,0.00017035775127768313,9.528346831824679e-05,0.0,0.00010349824052991099,0.0,0.0,0.0,0.0,0.0
pretences,7.060027887110154e-05,5.6121446810898786e-05,5.2396484195910455e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5892611289582376e-05,0.0
pretend,0.00015885062745997846,8.418217021634818e-05,1.3099121048977614e-05,0.00018400956849756188,0.0,9.388128711244632e-05,0.0,0.0,0.00019611688566385565,0.0,0.0,0.0,0.0,9.178522257916475e-05,0.00015595757953836556
pretended,0.00019415076689552923,0.00016836434043269636,6.549560524488807e-05,0.00023001196062195234,0.0,7.041096533433474e-05,0.0,0.00019056693663649358,0.0,0.0,0.00012156576707999027,0.0,0.0,0.0,7.797878976918278e-05
pretender,5.2950209153326155e-05,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5892611289582376e-05,0.0
pretensions,0.00014120055774220308,0.0002525465106490445,0.00011789208944079852,4.600239212439047e-05,0.0,4.694064355622316e-05,0.0,0.0,0.0,0.0,0.00024313153415998054,0.0,0.0,4.5892611289582376e-05,0.0
pretensionsbut,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretext,7.060027887110154e-05,0.0,5.2396484195910455e-05,0.0,0.0,0.00016429225244678105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5892611289582376e-05,0.0
pretexts,3.530013943555077e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretty,7.060027887110154e-05,0.000505093021298089,0.0,0.0006440334897414666,0.0,0.00014082193066866948,0.0002555366269165247,9.528346831824679e-05,0.0002941753284957835,0.000724487683709377,0.0,0.00015770383220312253,0.00019166267369429804,0.00013767783386874714,0.0
preux,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prevail,0.0002471009760488554,0.00019642506383814575,5.2396484195910455e-05,0.0001380071763731714,0.0,7.041096533433474e-05,0.0,0.0,0.0,0.00020699648105982198,0.0,0.0,0.0,9.178522257916475e-05,3.898939488459139e-05
prevailed,0.00019415076689552923,0.00016836434043269636,0.0003012797841264851,0.0002760143527463428,0.0,7.041096533433474e-05,0.0,0.0,0.0,0.0,0.00012156576707999027,0.0,0.0,0.0,0.0
prevailing,1.7650069717775385e-05,0.0,3.929736314693284e-05,4.600239212439047e-05,0.0,7.041096533433474e-05,0.0,0.0,0.0,0.0,0.00012156576707999027,0.0,0.0,0.0,0.0
prevails,5.2950209153326155e-05,0.0,0.0,9.200478424878094e-05,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.898939488459139e-05
prevalence,1.7650069717775385e-05,2.8060723405449393e-05,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prevalent,8.825034858887692e-05,0.0,0.0,0.0,0.0,4.694064355622316e-05,0.0,0.0,0.0,0.0,0.00012156576707999027,0.0,0.0,4.5892611289582376e-05,0.0
prevent,0.0004765518823799354,0.0003367286808653927,0.00022268505783261944,0.0006440334897414666,0.00010281719103434094,0.00028164386133733895,0.00017035775127768313,0.0,0.0003922337713277113,0.0,0.0,0.00015770383220312253,9.583133684714902e-05,0.00013767783386874714,0.00023393636930754835
prevented,0.00019415076689552923,0.00022448578724359514,0.00018338769468568658,0.0003220167448707333,0.0,4.694064355622316e-05,8.517887563884156e-05,0.0,0.0,0.00010349824052991099,0.0,0.0,0.0,4.5892611289582376e-05,7.797878976918278e-05
preventing,8.825034858887692e-05,5.6121446810898786e-05,1.3099121048977614e-05,4.600239212439047e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.898939488459139e-05
prevention,3.530013943555077e-05,2.8060723405449393e-05,0.0,0.0,0.0,9.388128711244632e-05,0.0,9.528346831824679e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.797878976918278e-05
prevents,5.2950209153326155e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
previous,0.0002647510457666308,8.418217021634818e-05,5.2396484195910455e-05,9.200478424878094e-05,0.0,9.388128711244632e-05,0.0,0.0,9.805844283192783e-05,0.0,0.0,0.0,0.0,4.5892611289582376e-05,0.0
prey,5.2950209153326155e-05,0.00014030361702724697,1.3099121048977614e-05,4.600239212439047e-05,0.0,0.00018776257422489263,0.00017035775127768313,9.528346831824679e-05,0.00019611688566385565,0.00010349824052991099,0.00012156576707999027,7.885191610156126e-05,0.00019166267369429804,0.00013767783386874714,3.898939488459139e-05
price,0.00014120055774220308,0.0,0.00013099121048977614,4.600239212439047e-05,0.0,0.0003520548266716737,8.517887563884156e-05,0.0007622677465459743,0.0,0.0,0.0,0.0,0.0003833253473885961,0.00013767783386874714,0.00011696818465377417
prices,1.7650069717775385e-05,0.0,0.0,0.0,0.0,7.041096533433474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pride,0.0004942019520977108,0.0005331537447035385,0.0006418569313999031,0.000782040666114638,0.0,0.0001173516088905579,0.00034071550255536625,0.00019056693663649358,9.805844283192783e-05,0.0,0.00024313153415998054,7.885191610156126e-05,0.0007666506947771922,0.0002294630564479119,7.797878976918278e-05
priesthood,1.7650069717775385e-05,0.0,3.929736314693284e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
priests,1.7650069717775385e-05,0.0,0.0001964868157346642,0.0,0.0,2.347032177811158e-05,8.517887563884156e-05,9.528346831824679e-05,0.0,0.0,0.0,7.885191610156126e-05,9.583133684714902e-05,0.0,0.00015595757953836556
prim,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary,7.060027887110154e-05,0.0,3.929736314693284e-05,0.0,0.0,7.041096533433474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015595757953836556
prime,5.2950209153326155e-05,5.6121446810898786e-05,0.0,0.0,0.00020563438206868187,0.00014082193066866948,0.0,0.0,0.0,0.0,0.0,0.0,0.0003833253473885961,4.5892611289582376e-05,0.0
primer,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primitive,3.530013943555077e-05,0.0,0.0004977665998611493,0.0,0.0,7.041096533433474e-05,0.0,0.0,0.0,0.0,0.00024313153415998054,0.0,9.583133684714902e-05,4.5892611289582376e-05,3.898939488459139e-05
prince,0.0007589529978643415,0.0,0.0013623085890936719,4.600239212439047e-05,0.00041126876413736374,0.0009388128711244632,0.00042589437819420784,9.528346831824679e-05,0.0,0.002483957772717864,0.0004862630683199611,0.0005519634127109288,0.0,0.00013767783386874714,0.00023393636930754835
princeif,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
princely,3.530013943555077e-05,0.0,0.0,0.0,0.00010281719103434094,0.00014082193066866948,0.0,0.00019056693663649358,0.0,0.00010349824052991099,0.0,0.0,0.00019166267369429804,0.0,0.0
princes,0.0004059516035088339,0.0,0.0013099121048977614,4.600239212439047e-05,0.00030845157310302283,0.001619452202689699,0.00017035775127768313,0.0,0.0,0.00020699648105982198,0.0,7.885191610156126e-05,0.00019166267369429804,0.0001835704451583295,0.00011696818465377417
princess,1.7650069717775385e-05,2.8060723405449393e-05,3.929736314693284e-05,0.0,0.0007197203372403866,7.041096533433474e-05,8.517887563884156e-05,0.0,0.0,0.0008279859242392879,0.0,0.0,9.583133684714902e-05,0.0,0.0
princesses,1.7650069717775385e-05,0.0,0.0,0.0,0.00041126876413736374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
princethey,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
principal,0.0004059516035088339,0.00019642506383814575,0.0008514428681835449,0.0002760143527463428,0.0,0.0006571690097871242,0.0,9.528346831824679e-05,0.0,0.00010349824052991099,0.0007293946024799417,0.0,0.00019166267369429804,0.0,7.797878976918278e-05
principalities,0.00021180083661330462,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
principality,0.00022945090633108,0.0,0.0,0.0,0.0,0.0,0.0,9.528346831824679e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.898939488459139e-05
principally,5.2950209153326155e-05,0.0,0.00010479296839182091,4.600239212439047e-05,0.0,0.00018776257422489263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.898939488459139e-05
principle,0.0020650581569797203,0.00019642506383814575,0.0003012797841264851,4.600239212439047e-05,0.0,0.00025817353955922737,0.0,9.528346831824679e-05,0.0,0.0,0.00036469730123997083,0.0,0.0,4.5892611289582376e-05,0.0
principlemuch,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
principles,0.0020827082266974954,0.0003086679574599433,0.0003798745104203508,0.00018400956849756188,0.0,0.00025817353955922737,0.0,0.0,0.0,0.0,0.0012156576707999028,0.0,0.0,0.0,7.797878976918278e-05
principlesseek,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
principlethat,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
print,1.7650069717775385e-05,0.0,0.0,4.600239212439047e-05,0.00010281719103434094,4.694064355622316e-05,0.0,0.00028585040495474035,0.00019611688566385565,0.000310494721589733,0.0,0.0,0.0,0.0001835704451583295,0.0
printed,8.825034858887692e-05,8.418217021634818e-05,0.0,0.0,0.001747892247583796,0.0001173516088905579,0.0,0.0004764173415912339,0.0003922337713277113,0.0,0.0004862630683199611,0.0,9.583133684714902e-05,9.178522257916475e-05,0.00011696818465377417
printing,1.7650069717775385e-05,0.0,0.0,0.0,0.00010281719103434094,2.347032177811158e-05,0.0,0.0,9.805844283192783e-05,0.0,0.0,0.0,0.0,0.0,0.0
prior,3.530013943555077e-05,2.8060723405449393e-05,0.0,0.0,0.0,2.347032177811158e-05,0.0,9.528346831824679e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
priori,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prison,0.0001235504880244277,0.0,6.549560524488807e-05,0.0009660502346121999,0.00041126876413736374,7.041096533433474e-05,0.00034071550255536625,0.00028585040495474035,9.805844283192783e-05,0.000620989443179466,0.00012156576707999027,0.0003942595805078063,9.583133684714902e-05,0.0001835704451583295,0.0004288833437305053
prisoner,3.530013943555077e-05,2.8060723405449393e-05,3.929736314693284e-05,0.0009200478424878093,0.0,9.388128711244632e-05,0.00017035775127768313,9.528346831824679e-05,0.0,0.000620989443179466,0.0,0.00015770383220312253,0.0,4.5892611289582376e-05,0.00015595757953836556
prisoners,8.825034858887692e-05,0.0,0.00010479296839182091,0.0005060263133682952,0.00010281719103434094,4.694064355622316e-05,0.00017035775127768313,9.528346831824679e-05,9.805844283192783e-05,0.0,0.0,0.0,0.0,9.178522257916475e-05,0.00011696818465377417
prisons,1.7650069717775385e-05,0.0,3.929736314693284e-05,9.200478424878094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5892611289582376e-05,0.00011696818465377417
private,0.0010590041830665232,0.0006453966383253361,0.0011920200154569628,0.00023001196062195234,0.0,0.0005867580444527895,8.517887563884156e-05,0.00019056693663649358,9.805844283192783e-05,0.0,0.0,7.885191610156126e-05,0.0,0.0004130335016062414,0.00035090455396132253
privateers,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
privately,1.7650069717775385e-05,0.00016836434043269636,0.0,0.0001380071763731714,0.0,0.0,0.0,9.528346831824679e-05,0.0,0.00010349824052991099,0.0,0.0,0.0,0.0,7.797878976918278e-05
privilege,0.0002647510457666308,5.6121446810898786e-05,9.169384734284329e-05,4.600239212439047e-05,0.0,4.694064355622316e-05,0.00017035775127768313,9.528346831824679e-05,0.0,0.00010349824052991099,0.00012156576707999027,0.0,0.0,0.0,0.00011696818465377417
privileged,1.7650069717775385e-05,2.8060723405449393e-05,0.0,0.0,0.0,4.694064355622316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.898939488459139e-05
privileges,0.00091780362532432,5.6121446810898786e-05,0.0002619824209795523,0.0001380071763731714,0.0,4.694064355622316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.898939488459139e-05
privy,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.00028164386133733895,0.0,0.0,0.00019611688566385565,0.00020699648105982198,0.0,7.885191610156126e-05,0.0005749880210828941,0.00013767783386874714,0.0
probability,3.530013943555077e-05,0.00022448578724359514,0.00013099121048977614,4.600239212439047e-05,0.0,7.041096533433474e-05,0.0,0.0,0.0,0.0,0.00036469730123997083,0.0,0.0,0.0,7.797878976918278e-05
probable,0.00014120055774220308,0.00014030361702724697,0.0001964868157346642,0.0001380071763731714,0.00030845157310302283,9.388128711244632e-05,0.0,0.0,0.0,0.0,0.0004862630683199611,0.0,0.0,0.0,3.898939488459139e-05
probert,0.00010590041830665231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proberts,3.530013943555077e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
problem,5.2950209153326155e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.898939488459139e-05
procedure,3.530013943555077e-05,2.8060723405449393e-05,0.0,0.0,0.0,9.388128711244632e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proceed,0.0002647510457666308,0.0003086679574599433,2.6198242097955228e-05,0.00023001196062195234,0.00020563438206868187,0.0003285845048935621,0.00017035775127768313,0.00028585040495474035,0.0,0.00041399296211964395,0.00024313153415998054,0.00015770383220312253,9.583133684714902e-05,9.178522257916475e-05,0.0005848409232688709
proceeded,0.0002471009760488554,0.000505093021298089,6.549560524488807e-05,0.00046002392124390467,0.0,0.00018776257422489263,0.0,0.0,0.0,0.0,0.00024313153415998054,7.885191610156126e-05,0.0,0.0,0.0002729257641921397
proceeding,0.0006707026492754647,0.00016836434043269636,3.929736314693284e-05,4.600239212439047e-05,0.0,0.0002347032177811158,0.00017035775127768313,0.0,0.0,0.00010349824052991099,0.0,7.885191610156126e-05,0.0,4.5892611289582376e-05,0.00011696818465377417
proceedings,0.0007060027887110154,0.00019642506383814575,6.549560524488807e-05,4.600239212439047e-05,0.0,7.041096533433474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5892611289582376e-05,0.00011696818465377417
proceeds,0.0001235504880244277,2.8060723405449393e-05,1.3099121048977614e-05,0.0,0.0,0.0002112328960030042,0.0,0.0,9.805844283192783e-05,0.0,0.00024313153415998054,0.0,0.0,4.5892611289582376e-05,7.797878976918278e-05
proceedwishing,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
process,0.00028240111548440616,0.0,0.0,0.0,0.0,0.00016429225244678105,0.0,0.0,0.0,0.00010349824052991099,0.00012156576707999027,0.00023655574830468382,0.0,9.178522257916475e-05,3.898939488459139e-05
proclaim,1.7650069717775385e-05,2.8060723405449393e-05,0.0,0.0,0.00010281719103434094,2.347032177811158e-05,0.00017035775127768313,0.0,0.0,0.00020699648105982198,0.0,0.00015770383220312253,0.0,9.178522257916475e-05,3.898939488459139e-05
proclamation,5.2950209153326155e-05,0.0,0.0,0.0,0.0,0.0,8.517887563884156e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.5892611289582376e-05,0.0
procrastinating,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
procrastination,3.530013943555077e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
procure,7.060027887110154e-05,0.00014030361702724697,2.6198242097955228e-05,0.0004140215291195142,0.0,0.00016429225244678105,8.517887563884156e-05,0.00019056693663649358,0.0,0.00010349824052991099,0.00036469730123997083,0.0,0.0,4.5892611289582376e-05,0.00011696818465377417
procured,3.530013943555077e-05,8.418217021634818e-05,1.3099121048977614e-05,0.0001380071763731714,0.0,9.388128711244632e-05,0.0,0.0,9.805844283192783e-05,0.0,0.00012156576707999027,0.0,0.0,0.0,3.898939488459139e-05
procuring,3.530013943555077e-05,0.00016836434043269636,1.3099121048977614e-05,0.0001380071763731714,0.0,9.388128711244632e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proderat,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prodigal,8.825034858887692e-05,0.0,2.6198242097955228e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.00010349824052991099,0.0,0.00015770383220312253,0.0,4.5892611289582376e-05,3.898939488459139e-05
prodigality,0.00010590041830665231,0.0,6.549560524488807e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prodigally,1.7650069717775385e-05,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prodigies,1.7650069717775385e-05,0.0,5.2396484195910455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prodigy,1.7650069717775385e-05,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012156576707999027,0.0,0.0,0.00013767783386874714,0.0
produce,0.0008825034858887693,5.6121446810898786e-05,0.00011789208944079852,0.0002760143527463428,0.00010281719103434094,0.00016429225244678105,0.0002555366269165247,0.0,9.805844283192783e-05,0.000310494721589733,0.0010940919037199124,0.0,0.0,9.178522257916475e-05,7.797878976918278e-05
produced,0.0003530013943555077,0.00011224289362179757,0.0002619824209795523,0.0002760143527463428,0.00020563438206868187,0.00025817353955922737,0.0,9.528346831824679e-05,0.00019611688566385565,0.0,0.0008509603695599319,0.0,0.00019166267369429804,0.000367140890316659,0.00011696818465377417
produces,0.00010590041830665231,2.8060723405449393e-05,0.0,0.0,0.0,4.694064355622316e-05,0.0,0.0,0.0,0.0,0.0006078288353999514,0.0,0.0,0.0,0.00019494697442295697
producing,5.2950209153326155e-05,5.6121446810898786e-05,2.6198242097955228e-05,0.0,0.0,4.694064355622316e-05,0.0,0.0,0.0,0.0,0.00024313153415998054,0.0,0.0,9.178522257916475e-05,3.898939488459139e-05
production,1.7650069717775385e-05,0.0,6.549560524488807e-05,0.0,0.0,0.0001173516088905579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
productions,1.7650069717775385e-05,0.0,0.00014409033153875374,9.200478424878094e-05,0.0,9.388128711244632e-05,0.0,0.0,0.0,0.0,0.00012156576707999027,0.0,0.0,4.5892611289582376e-05,0.0
productive,0.00017650069717775385,8.418217021634818e-05,0.00014409033153875374,9.200478424878094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
productivebut,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
productivethough,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profanation,1.7650069717775385e-05,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profanations,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profane,1.7650069717775385e-05,0.0,7.859472629386568e-05,0.0,0.0,0.0001173516088905579,0.0,0.0,0.0,0.0,0.0,7.885191610156126e-05,0.0,0.0005507113354749886,0.00011696818465377417
profess,3.530013943555077e-05,0.0,1.3099121048977614e-05,4.600239212439047e-05,0.00010281719103434094,0.0001173516088905579,0.0002555366269165247,0.0,0.0,0.00020699648105982198,0.0,0.0,0.0,4.5892611289582376e-05,7.797878976918278e-05
professed,7.060027887110154e-05,2.8060723405449393e-05,0.00013099121048977614,4.600239212439047e-05,0.0,0.00014082193066866948,8.517887563884156e-05,0.0,0.0,0.0,0.00036469730123997083,0.0,0.0,4.5892611289582376e-05,0.00011696818465377417
professedwhatever,1.7650069717775385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
professes,3.530013943555077e-05,0.0,0.0,0.0001380071763731714,0.00020563438206868187,4.694064355622316e-05,0.0,0.0,0.0,0.00010349824052991099,0.0,0.0,0.0,0.0,3.898939488459139e-05
professing,1.7650069717775385e-05,0.0,1.3099121048977614e-05,4.600239212439047e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.583133684714902e-05,0.0,7.797878976918278e-05
profession,0.00014120055774220308,0.00014030361702724697,0.0002619824209795523,0.00018400956849756188,0.0,0.00014082193066866948,8.517887563884156e-05,0.0006669842782277274,0.0,0.00010349824052991099,0.0,7.885191610156126e-05,0.0,9.178522257916475e-05,0.0002729257641921397
professions,1.7650069717775385e-05,5.6121446810898786e-05,0.00024888329993057466,0.0001380071763731714,0.0,4.694064355622316e-05,0.0,0.0,0.0,0.00010349824052991099,0.00012156576707999027,0.0,0.0,0.0,3.898939488459139e-05
professor,1.7650069717775385e-05,0.0,1.3099121048977614e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0002941753284957835,0.0,0.0,0.0,0.0,0.0,0.0
professors,3.530013943555077e-05,2.8060723405449393e-05,0.0,4.600239212439047e-05,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.00010349824052991099,0.0,0.0,0.0,9.178522257916475e-05,0.0
profit,0.00030005118520218157,8.418217021634818e-05,7.859472629386568e-05,4.600239212439047e-05,0.00030845157310302283,0.0003285845048935621,0.0,0.00019056693663649358,0.0,0.00010349824052991099,0.00024313153415998054,0.00023655574830468382,0.0,9.178522257916475e-05,0.0
profitable,0.00014120055774220308,2.8060723405449393e-05,2.6198242097955228e-05,0.0,0.0,0.0001173516088905579,0.0,0.0,0.0,0.0,0.0,0.0,9.583133684714902e-05,0.0,0.0
profits,0.0003530013943555077,0.0,1.3099121048977614e-05,4.600239212439047e-05,0.0,0.0,8.517887563884156e-05,0.0,0.0,0.00010349824052991099,0.0,0.0,0.0,0.0,0.0
profligacy,5.2950209153326155e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profligate,3.530013943555077e-05,0.0,9.169384734284329e-05,0.0,0.0,4.694064355622316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
