word,Early,Late,Shakespeare
fine,0.0004145077720207254,0.00023665778780356396,0.0004814101614575618
finely,9.91214237440865e-05,1.5105816242780679e-05,0.0
finem,1.8022077044379365e-05,0.0,0.0
finespun,9.011038522189682e-06,5.035272080926893e-06,0.0
finest,2.7033115566569047e-05,4.5317448728342034e-05,1.8515775440675455e-05
finger,8.109934669970714e-05,2.0141088323707573e-05,7.406310176270182e-05
fingers,7.208830817751746e-05,2.0141088323707573e-05,0.0001666419789660791
fingit,9.011038522189682e-06,0.0,0.0
finished,9.91214237440865e-05,0.00017623452283244126,0.0
finishing,2.7033115566569047e-05,1.5105816242780679e-05,0.0
fio,9.011038522189682e-06,0.0,0.0
fireside,9.011038522189682e-06,6.0423264971122714e-05,0.0
firm,8.109934669970714e-05,0.00013091707410409922,7.406310176270182e-05
firma,9.011038522189682e-06,0.0,0.0
firmament,7.208830817751746e-05,0.0,5.554732632202637e-05
firmer,1.8022077044379365e-05,1.0070544161853786e-05,0.0
firmly,1.8022077044379365e-05,5.538799289019582e-05,1.8515775440675455e-05
firmness,9.011038522189682e-06,0.00018630506699429504,1.8515775440675455e-05
firs,9.011038522189682e-06,0.0,1.8515775440675455e-05
firstboldness,9.011038522189682e-06,0.0,0.0
firstfruits,9.011038522189682e-06,0.0,1.8515775440675455e-05
firtrees,9.011038522189682e-06,0.0,0.0
fish,9.011038522189682e-05,5.035272080926893e-06,0.0003332839579321582
fishermen,9.011038522189682e-06,1.0070544161853786e-05,1.8515775440675455e-05
fishes,3.604415408875873e-05,0.0,0.0
fishing,9.011038522189682e-06,5.035272080926893e-06,0.0
fit,0.0006037395809867087,0.0003071515969365405,0.0006110205895422901
fitly,4.505519261094841e-05,5.035272080926893e-06,3.703155088135091e-05
fitted,6.307726965532778e-05,6.545853705204961e-05,1.8515775440675455e-05
fitter,0.00013516557783284524,1.5105816242780679e-05,3.703155088135091e-05
fittest,8.109934669970714e-05,1.5105816242780679e-05,7.406310176270182e-05
fitting,2.7033115566569047e-05,2.0141088323707573e-05,3.703155088135091e-05
fixed,0.00014417661635503492,0.00037764540606951695,1.8515775440675455e-05
flag,1.8022077044379365e-05,1.0070544161853786e-05,0.0
flags,2.7033115566569047e-05,0.0,0.0
flaming,9.011038522189682e-06,0.0,5.554732632202637e-05
flanders,2.7033115566569047e-05,1.5105816242780679e-05,0.0
flash,9.011038522189682e-06,5.035272080926893e-06,1.8515775440675455e-05
flashy,9.011038522189682e-06,5.035272080926893e-06,0.0
flat,9.011038522189682e-05,1.5105816242780679e-05,0.00014812620352540364
flatly,1.8022077044379365e-05,0.0,0.0
flats,9.011038522189682e-06,0.0,3.703155088135091e-05
flatter,7.208830817751746e-05,9.063489745668407e-05,5.554732632202637e-05
flattered,1.8022077044379365e-05,0.00015105816242780678,1.8515775440675455e-05
flatterer,8.109934669970714e-05,5.035272080926893e-06,5.554732632202637e-05
flatterers,4.505519261094841e-05,3.0211632485561357e-05,1.8515775440675455e-05
flatteries,9.011038522189682e-06,5.035272080926893e-06,1.8515775440675455e-05
flattering,2.7033115566569047e-05,0.00011077598578039164,3.703155088135091e-05
flattery,6.307726965532778e-05,0.00019637561115614882,3.703155088135091e-05
flaws,9.011038522189682e-06,1.5105816242780679e-05,1.8515775440675455e-05
flectat,9.011038522189682e-06,0.0,0.0
fled,4.505519261094841e-05,8.559962537575718e-05,0.00011109465264405274
fleece,6.307726965532778e-05,1.5105816242780679e-05,1.8515775440675455e-05
fleecy,9.011038522189682e-06,0.0,0.0
fleet,9.011038522189682e-05,0.000140987618265953,5.554732632202637e-05
fleetest,9.011038522189682e-06,5.035272080926893e-06,0.0
fleeting,9.011038522189682e-06,5.035272080926893e-06,0.0
fleming,1.8022077044379365e-05,0.0,0.0
flemings,9.011038522189682e-06,0.0,0.0
flesh,0.0004145077720207254,2.5176360404634465e-05,0.0004999259368982373
fleshly,2.7033115566569047e-05,0.0,0.0
flew,4.505519261094841e-05,8.056435329483029e-05,1.8515775440675455e-05
flexible,9.011038522189682e-06,5.035272080926893e-06,0.0
flies,9.91214237440865e-05,2.5176360404634465e-05,7.406310176270182e-05
flieth,5.4066231133138094e-05,0.0,0.0
flight,0.00013516557783284524,0.00010070544161853786,0.00012961042808472818
flinchingvide,9.011038522189682e-06,0.0,0.0
flock,0.0002973642712322595,2.0141088323707573e-05,3.703155088135091e-05
flocks,0.00021626492453255238,3.524690456648825e-05,0.0
flood,2.7033115566569047e-05,3.0211632485561357e-05,5.554732632202637e-05
floods,5.4066231133138094e-05,1.0070544161853786e-05,0.0
floor,0.00010813246226627619,4.5317448728342034e-05,0.0
florence,8.109934669970714e-05,0.0,0.0
florentem,9.011038522189682e-06,0.0,0.0
florentine,9.011038522189682e-06,0.0,0.0
flos,9.011038522189682e-06,0.0,0.0
flour,1.8022077044379365e-05,0.0,0.0
flourish,7.208830817751746e-05,2.5176360404634465e-05,0.0001666419789660791
flourished,2.7033115566569047e-05,6.545853705204961e-05,3.703155088135091e-05
flourishes,1.8022077044379365e-05,1.5105816242780679e-05,1.8515775440675455e-05
flourisheth,9.011038522189682e-06,0.0,0.0
flourishing,9.011038522189682e-06,0.00013091707410409922,0.0
flout,2.7033115566569047e-05,0.0,3.703155088135091e-05
flow,0.00011714350078846587,5.538799289019582e-05,7.406310176270182e-05
flowed,3.604415408875873e-05,6.545853705204961e-05,0.0
flower,0.0002072538860103627,5.538799289019582e-05,1.8515775440675455e-05
flowerdeluces,9.011038522189682e-06,0.0,0.0
flowers,0.0002523090786213111,2.5176360404634465e-05,0.0002777366316101318
flowing,3.604415408875873e-05,2.0141088323707573e-05,0.0
fluctuate,9.011038522189682e-06,0.0,0.0
fluctuating,1.8022077044379365e-05,2.0141088323707573e-05,0.0
fluency,9.011038522189682e-06,5.035272080926893e-06,0.0
fluent,9.011038522189682e-06,0.0,0.0
fluere,9.011038522189682e-06,0.0,0.0
fluid,1.8022077044379365e-05,0.0,0.0
flush,1.8022077044379365e-05,0.0,1.8515775440675455e-05
flushed,9.011038522189682e-06,5.035272080926893e-06,0.0
flutes,1.8022077044379365e-05,5.035272080926893e-06,0.0
flux,2.7033115566569047e-05,1.0070544161853786e-05,0.0
fly,0.0003514305023653976,0.00010574071369946475,0.0003332839579321582
flying,5.4066231133138094e-05,5.035272080926893e-05,1.8515775440675455e-05
fnus,9.011038522189682e-06,0.0,0.0
foil,5.4066231133138094e-05,0.0,5.554732632202637e-05
foix,9.011038522189682e-06,0.0,0.0
fold,4.505519261094841e-05,5.035272080926893e-06,1.8515775440675455e-05
folding,2.7033115566569047e-05,0.0,0.0
folio,7.208830817751746e-05,1.5105816242780679e-05,5.554732632202637e-05
folios,1.8022077044379365e-05,1.0070544161853786e-05,0.00012961042808472818
folks,2.7033115566569047e-05,1.0070544161853786e-05,0.0
follies,8.109934669970714e-05,9.567016953761097e-05,3.703155088135091e-05
follow,0.000396485694976346,0.00032225741317932116,0.0013516516071693083
follower,1.8022077044379365e-05,0.0,3.703155088135091e-05
followers,0.00018022077044379365,9.567016953761097e-05,0.00011109465264405274
followeth,8.109934669970714e-05,0.0,0.0
folly,0.00012615453931065555,0.0002165166994798564,0.00020367352984743
fomentation,9.011038522189682e-06,0.0,0.0
fond,0.00013516557783284524,0.00017119925075151436,0.00014812620352540364
fonder,9.011038522189682e-06,5.035272080926893e-06,0.0
fondness,2.7033115566569047e-05,4.5317448728342034e-05,0.0
fons,9.011038522189682e-06,0.0,0.0
food,7.208830817751746e-05,4.5317448728342034e-05,0.00018515775440675454
fool,0.0002613201171435008,1.5105816242780679e-05,0.0026477558880165903
foolish,0.00016219869339941428,1.0070544161853786e-05,0.00022218930528810547
foolishly,5.4066231133138094e-05,0.0,0.0
fools,9.011038522189682e-05,3.0211632485561357e-05,0.0002407050807287809
foot,0.0003063753097544492,0.00023162251572263708,0.00038883128425418455
footing,3.604415408875873e-05,3.0211632485561357e-05,5.554732632202637e-05
footnotes,0.0002523090786213111,4.0282176647415145e-05,3.703155088135091e-05
footpace,9.011038522189682e-06,0.0,0.0
footsteps,1.8022077044379365e-05,2.0141088323707573e-05,1.8515775440675455e-05
forasmuch,9.011038522189682e-06,5.035272080926893e-06,0.0
forbade,9.011038522189682e-06,1.5105816242780679e-05,0.0
forbear,0.00013516557783284524,8.056435329483029e-05,0.0001666419789660791
forbearing,1.8022077044379365e-05,0.0,0.0
forbid,8.109934669970714e-05,4.5317448728342034e-05,0.00014812620352540364
forbidden,5.4066231133138094e-05,1.0070544161853786e-05,0.0
forbids,1.8022077044379365e-05,0.0,0.0
force,0.0004595629646316738,0.0006797617309251305,0.00025922085616945635
forced,0.00014417661635503492,0.00020141088323707572,3.703155088135091e-05
forces,0.00013516557783284524,0.00018630506699429504,9.257887720337727e-05
forcible,2.7033115566569047e-05,3.524690456648825e-05,0.0
forcibly,1.8022077044379365e-05,2.5176360404634465e-05,0.0
forcing,1.8022077044379365e-05,4.5317448728342034e-05,3.703155088135091e-05
foreflow,9.011038522189682e-06,0.0,0.0
forehead,7.208830817751746e-05,3.0211632485561357e-05,7.406310176270182e-05
foreign,0.00018022077044379365,0.0003575043177458094,3.703155088135091e-05
foreigner,9.011038522189682e-06,5.035272080926893e-06,0.0
foreigners,2.7033115566569047e-05,2.5176360404634465e-05,0.0
forelock,9.011038522189682e-06,0.0,0.0
foremost,1.8022077044379365e-05,2.5176360404634465e-05,0.0
forenoon,9.011038522189682e-06,5.035272080926893e-06,0.0
foresaw,1.8022077044379365e-05,3.0211632485561357e-05,0.0
foresee,2.7033115566569047e-05,1.5105816242780679e-05,0.0
foreseeing,1.8022077044379365e-05,1.5105816242780679e-05,0.0
foreseen,9.011038522189682e-06,0.0,0.0
foresees,9.011038522189682e-06,0.0,1.8515775440675455e-05
foresight,5.4066231133138094e-05,4.5317448728342034e-05,0.0
foretell,2.7033115566569047e-05,0.0,0.0
forethought,9.011038522189682e-06,0.0,0.0
foretold,4.505519261094841e-05,2.0141088323707573e-05,1.8515775440675455e-05
forfeit,2.7033115566569047e-05,2.0141088323707573e-05,1.8515775440675455e-05
forfeited,3.604415408875873e-05,2.5176360404634465e-05,0.0
forfeiting,1.8022077044379365e-05,0.0,0.0
forfeiture,9.011038522189682e-06,4.5317448728342034e-05,0.0
forfeitures,9.011038522189682e-06,0.0,0.0
forget,0.00016219869339941428,0.0002719046923700522,0.0003332839579321582
forgetting,1.8022077044379365e-05,2.5176360404634465e-05,3.703155088135091e-05
forging,9.011038522189682e-06,0.0,0.0
forgive,0.00011714350078846587,0.000140987618265953,0.00022218930528810547
forgiven,2.7033115566569047e-05,3.524690456648825e-05,1.8515775440675455e-05
forgot,7.208830817751746e-05,0.00012084652994224543,0.00020367352984743
forgotten,9.011038522189682e-05,0.00012588180202317232,1.8515775440675455e-05
form,0.0005316512728091912,0.0006898322750869844,0.00044437861057621095
formal,7.208830817751746e-05,7.552908121390339e-05,1.8515775440675455e-05
formalists,9.011038522189682e-06,0.0,0.0
formation,1.8022077044379365e-05,5.035272080926893e-05,0.0
formd,1.8022077044379365e-05,0.0,1.8515775440675455e-05
formed,0.00018923180896598333,0.0007301144517343995,1.8515775440675455e-05
forming,2.7033115566569047e-05,0.00010574071369946475,0.0
forms,0.00010813246226627619,0.0002970810527746867,5.554732632202637e-05
forsake,0.00014417661635503492,3.0211632485561357e-05,3.703155088135091e-05
forsaken,6.307726965532778e-05,4.0282176647415145e-05,1.8515775440675455e-05
forsakes,9.011038522189682e-06,5.035272080926893e-06,0.0
forsaking,3.604415408875873e-05,0.0,0.0
forsitan,9.011038522189682e-06,0.0,0.0
fortem,9.011038522189682e-06,0.0,0.0
forthvirg,9.011038522189682e-06,0.0,0.0
fortifications,9.011038522189682e-06,9.567016953761097e-05,0.0
fortified,4.505519261094841e-05,0.00012588180202317232,3.703155088135091e-05
fortifying,9.011038522189682e-06,5.035272080926893e-06,0.0
fortis,1.8022077044379365e-05,0.0,0.0
fortiter,9.011038522189682e-06,0.0,0.0
fortitude,7.208830817751746e-05,9.063489745668407e-05,1.8515775440675455e-05
fortius,9.011038522189682e-06,0.0,0.0
fortuitous,9.011038522189682e-06,5.035272080926893e-06,0.0
fortun,9.011038522189682e-06,0.0,0.0
fortuna,1.8022077044379365e-05,0.0,0.0
fortunam,2.7033115566569047e-05,0.0,0.0
fortunate,0.00010813246226627619,0.00019637561115614882,1.8515775440675455e-05
fortunateas,9.011038522189682e-06,0.0,0.0
fortune,0.0008380265825636404,0.0012487474760698694,0.0007035994667456674
fortunes,0.00018923180896598333,0.00019134033907522194,0.00040734705969486
fortunesplut,9.011038522189682e-06,0.0,0.0
fortunetellers,9.011038522189682e-06,0.0,0.0
fortyone,1.8022077044379365e-05,5.035272080926893e-06,0.0
forwardness,2.7033115566569047e-05,1.5105816242780679e-05,0.0
fostered,9.011038522189682e-06,5.035272080926893e-06,1.8515775440675455e-05
fought,3.604415408875873e-05,0.0001460228903468799,7.406310176270182e-05
foul,0.00010813246226627619,1.5105816242780679e-05,0.0009072729965930973
foulness,1.8022077044379365e-05,0.0,1.8515775440675455e-05
foundation,7.208830817751746e-05,0.00016112870658966058,1.8515775440675455e-05
foundations,6.307726965532778e-05,8.056435329483029e-05,1.8515775440675455e-05
founded,4.505519261094841e-05,0.000140987618265953,3.703155088135091e-05
founder,4.505519261094841e-05,4.5317448728342034e-05,0.0
foundered,9.011038522189682e-06,0.0,0.0
founders,2.7033115566569047e-05,5.035272080926893e-06,0.0
fountain,0.00013516557783284524,5.035272080926893e-06,0.0
fountainhead,9.011038522189682e-06,5.035272080926893e-06,0.0
fountains,3.604415408875873e-05,2.5176360404634465e-05,0.0
fourfooted,2.7033115566569047e-05,0.0,0.0
fours,9.011038522189682e-06,0.0,0.0
fourteen,3.604415408875873e-05,6.0423264971122714e-05,3.703155088135091e-05
fourteenth,1.8022077044379365e-05,4.5317448728342034e-05,0.0
fourth,0.00016219869339941428,0.00017623452283244126,3.703155088135091e-05
fourthly,1.8022077044379365e-05,1.0070544161853786e-05,0.0
fowl,5.4066231133138094e-05,1.0070544161853786e-05,0.0
fowlers,9.011038522189682e-06,0.0,0.0
fowls,1.8022077044379365e-05,0.0,0.0
fox,0.0002072538860103627,1.5105816242780679e-05,9.257887720337727e-05
fr,9.91214237440865e-05,0.0,0.0
fra,9.011038522189682e-06,0.0,0.0
fragilitatem,9.011038522189682e-06,0.0,0.0
fragility,9.011038522189682e-06,0.0,0.0
fragment,9.011038522189682e-05,5.035272080926893e-06,0.0
fragments,7.208830817751746e-05,4.0282176647415145e-05,0.0
fragrant,2.7033115566569047e-05,0.0,0.0
fragrantis,1.8022077044379365e-05,0.0,0.0
frail,7.208830817751746e-05,1.0070544161853786e-05,1.8515775440675455e-05
frailty,7.208830817751746e-05,1.0070544161853786e-05,0.0
frame,0.00022527596305474206,0.00010070544161853786,0.00018515775440675454
framed,6.307726965532778e-05,5.538799289019582e-05,0.0
frames,9.011038522189682e-06,0.0,0.0
framing,1.8022077044379365e-05,1.0070544161853786e-05,0.0
fran,9.011038522189682e-06,0.0,3.703155088135091e-05
france,0.00034241946384320793,0.00020141088323707572,0.0006665679158643164
francesco,9.011038522189682e-06,0.0,0.0
francis,0.00021626492453255238,5.035272080926893e-06,0.0
franciscum,9.011038522189682e-06,0.0,0.0
francois,9.011038522189682e-06,5.035272080926893e-06,0.0
francs,9.011038522189682e-06,0.0,0.0
frangit,9.011038522189682e-06,0.0,0.0
frank,1.8022077044379365e-05,1.5105816242780679e-05,1.8515775440675455e-05
frankly,9.011038522189682e-06,1.5105816242780679e-05,3.703155088135091e-05
frankness,9.011038522189682e-06,5.035272080926893e-05,0.0
frantic,2.7033115566569047e-05,3.0211632485561357e-05,3.703155088135091e-05
frantin,9.011038522189682e-06,0.0,0.0
fraud,9.011038522189682e-05,0.00012084652994224543,0.0
fraudesque,9.011038522189682e-06,0.0,0.0
fraught,5.4066231133138094e-05,5.035272080926893e-06,3.703155088135091e-05
free,0.00037846361793196666,0.000513597752254543,0.0007406310176270182
freedman,9.011038522189682e-06,1.5105816242780679e-05,0.0
freedom,0.00013516557783284524,0.0008308198933529373,0.0001666419789660791
freedoms,9.011038522189682e-06,1.0070544161853786e-05,0.0
freely,0.00013516557783284524,0.00010574071369946475,0.00014812620352540364
freeminded,9.011038522189682e-06,0.0,0.0
frees,9.011038522189682e-06,0.0,1.8515775440675455e-05
freewill,1.8022077044379365e-05,5.035272080926893e-06,0.0
french,0.00027934219418788015,0.00013091707410409922,0.0002777366316101318
frenzies,9.011038522189682e-06,0.0,0.0
frenzy,4.505519261094841e-05,1.5105816242780679e-05,0.0
frequent,0.0001531876548772246,0.00024169305988449086,0.00012961042808472818
frequently,0.00017120973192160397,0.0005337388405782506,1.8515775440675455e-05
fresh,0.0002072538860103627,0.00017623452283244126,0.0003517997333728337
freshness,1.8022077044379365e-05,0.0,1.8515775440675455e-05
fretting,9.011038522189682e-06,0.0,0.0
friar,0.0009731921603964857,5.035272080926893e-06,0.0
friarly,9.011038522189682e-06,0.0,0.0
friars,0.00014417661635503492,0.0,0.0
friend,0.000991214237440865,0.0007855024446245953,0.001462746259813361
friendly,6.307726965532778e-05,7.04938091329765e-05,9.257887720337727e-05
friends,0.0008560486596080198,0.0007855024446245953,0.0009628203229151237
friendship,0.00033340842532101825,0.000422962854797859,0.00011109465264405274
friendshipthe,9.011038522189682e-06,0.0,0.0
fright,3.604415408875873e-05,6.545853705204961e-05,9.257887720337727e-05
frightful,9.011038522189682e-06,3.0211632485561357e-05,0.0
frisk,1.8022077044379365e-05,0.0,1.8515775440675455e-05
frisked,9.011038522189682e-06,5.035272080926893e-06,0.0
fritellaria,9.011038522189682e-06,0.0,0.0
fritters,9.011038522189682e-06,0.0,0.0
frivolous,2.7033115566569047e-05,2.0141088323707573e-05,0.0
frogs,9.011038522189682e-06,0.0,0.0
fronted,9.011038522189682e-06,0.0,0.0
frontem,9.011038522189682e-06,0.0,0.0
frosts,9.011038522189682e-06,0.0,0.0
froth,9.011038522189682e-06,0.0,1.8515775440675455e-05
frothy,9.011038522189682e-06,0.0,0.0
froward,5.4066231133138094e-05,5.035272080926893e-06,1.8515775440675455e-05
frowardest,9.011038522189682e-06,0.0,0.0
frowardness,1.8022077044379365e-05,5.035272080926893e-06,1.8515775440675455e-05
fructibus,9.011038522189682e-06,0.0,0.0
frugality,9.011038522189682e-06,5.538799289019582e-05,0.0
fruit,0.0003153863482766389,4.0282176647415145e-05,5.554732632202637e-05
fruitage,9.011038522189682e-06,0.0,0.0
fruitful,3.604415408875873e-05,3.0211632485561357e-05,3.703155088135091e-05
fruitfulness,1.8022077044379365e-05,0.0,0.0
fruition,1.8022077044379365e-05,5.035272080926893e-06,0.0
fruitmuch,9.011038522189682e-06,0.0,0.0
fruits,0.00017120973192160397,7.04938091329765e-05,1.8515775440675455e-05
fruittrees,3.604415408875873e-05,0.0,0.0
frustrated,1.8022077044379365e-05,2.0141088323707573e-05,0.0
frustrates,9.011038522189682e-06,0.0,0.0
fucos,9.011038522189682e-06,0.0,0.0
fuel,0.00012615453931065555,0.0,1.8515775440675455e-05
fueris,9.011038522189682e-06,0.0,0.0
fuerunt,9.011038522189682e-06,0.0,0.0
fugitives,9.011038522189682e-06,2.5176360404634465e-05,0.0
fuissent,9.011038522189682e-06,0.0,0.0
fuit,3.604415408875873e-05,0.0,0.0
fuitthe,9.011038522189682e-06,0.0,0.0
fulfilment,9.011038522189682e-06,0.0,0.0
fulgentio,3.604415408875873e-05,0.0,0.0
fuller,2.7033115566569047e-05,2.5176360404634465e-05,0.0
fully,0.00011714350078846587,0.0002769399644509791,1.8515775440675455e-05
fulness,4.505519261094841e-05,1.0070544161853786e-05,0.0
fume,7.208830817751746e-05,0.0,0.0
functionaries,1.8022077044379365e-05,0.0,0.0
functions,1.8022077044379365e-05,0.00010574071369946475,1.8515775440675455e-05
fundamental,2.7033115566569047e-05,9.063489745668407e-05,0.0
funeral,0.00012615453931065555,5.538799289019582e-05,7.406310176270182e-05
funerals,9.011038522189682e-05,5.035272080926893e-06,0.0
funereal,9.011038522189682e-06,0.0,0.0
funnel,9.011038522189682e-06,0.0,0.0
furies,3.604415408875873e-05,5.035272080926893e-06,0.0
furiousbut,9.011038522189682e-06,0.0,0.0
furnace,0.00010813246226627619,0.0,0.0
furnish,6.307726965532778e-05,0.00011581125786131854,3.703155088135091e-05
furnished,5.4066231133138094e-05,0.00012588180202317232,0.0
furniture,9.011038522189682e-06,5.538799289019582e-05,0.0
furoribus,9.011038522189682e-06,0.0,0.0
furthered,9.011038522189682e-06,0.0,0.0
furthering,9.011038522189682e-06,0.0,0.0
furthest,3.604415408875873e-05,2.0141088323707573e-05,0.0
fury,5.4066231133138094e-05,0.0002668694202891253,0.0001666419789660791
futile,1.8022077044379365e-05,1.0070544161853786e-05,0.0
future,0.00013516557783284524,0.0006797617309251305,3.703155088135091e-05
futurity,9.011038522189682e-06,2.0141088323707573e-05,0.0
futurum,9.011038522189682e-06,0.0,0.0
gadding,9.011038522189682e-06,5.035272080926893e-06,1.8515775440675455e-05
gagging,9.011038522189682e-06,0.0,0.0
gain,0.0002523090786213111,0.00012588180202317232,0.00011109465264405274
gained,5.4066231133138094e-05,5.035272080926893e-05,0.0
gainer,9.011038522189682e-06,5.035272080926893e-06,0.0
gaineth,9.011038522189682e-06,0.0,0.0
gains,0.00010813246226627619,1.0070544161853786e-05,0.0
gaisf,9.011038522189682e-06,0.0,0.0
galba,5.4066231133138094e-05,1.0070544161853786e-05,0.0
galen,6.307726965532778e-05,1.5105816242780679e-05,0.0
galileo,1.8022077044379365e-05,0.0,0.0
gall,4.505519261094841e-05,0.0,9.257887720337727e-05
galleries,5.4066231133138094e-05,5.035272080926893e-06,0.0
gallery,0.00011714350078846587,2.5176360404634465e-05,1.8515775440675455e-05
galley,1.8022077044379365e-05,0.0,0.0
galliard,1.8022077044379365e-05,0.0,0.0
galliards,9.011038522189682e-06,0.0,0.0
galling,9.011038522189682e-06,5.035272080926893e-06,0.0
gallogrcia,9.011038522189682e-06,0.0,0.0
gallos,9.011038522189682e-06,0.0,0.0
game,0.0002523090786213111,7.552908121390339e-05,0.00011109465264405274
games,7.208830817751746e-05,9.567016953761097e-05,1.8515775440675455e-05
gamester,4.505519261094841e-05,1.0070544161853786e-05,0.0
gamesters,1.8022077044379365e-05,1.0070544161853786e-05,0.0
gaming,2.7033115566569047e-05,3.524690456648825e-05,5.554732632202637e-05
ganges,9.011038522189682e-06,1.0070544161853786e-05,0.0
garb,2.7033115566569047e-05,5.035272080926893e-06,3.703155088135091e-05
garden,0.00028835323271006984,3.524690456648825e-05,7.406310176270182e-05
gardeners,9.011038522189682e-06,0.0,1.8515775440675455e-05
gardening,9.011038522189682e-06,5.035272080926893e-06,0.0
gardens,9.91214237440865e-05,2.5176360404634465e-05,3.703155088135091e-05
garlands,5.4066231133138094e-05,5.035272080926893e-06,3.703155088135091e-05
garment,9.91214237440865e-05,2.5176360404634465e-05,7.406310176270182e-05
garments,2.7033115566569047e-05,2.5176360404634465e-05,0.00031476818249148275
garnished,1.8022077044379365e-05,0.0,0.0
garnishment,9.011038522189682e-06,0.0,0.0
garrisons,9.011038522189682e-06,6.545853705204961e-05,0.0
garters,1.8022077044379365e-05,5.035272080926893e-06,1.8515775440675455e-05
gasca,9.011038522189682e-06,0.0,0.0
gassendi,9.011038522189682e-06,0.0,0.0
gaston,9.011038522189682e-06,0.0,0.0
gate,0.00010813246226627619,2.0141088323707573e-05,0.00011109465264405274
gates,8.109934669970714e-05,0.00010574071369946475,0.00012961042808472818
gather,0.000198242847488173,1.0070544161853786e-05,0.00012961042808472818
gathered,8.109934669970714e-05,6.545853705204961e-05,1.8515775440675455e-05
gathereth,2.7033115566569047e-05,0.0,0.0
gathering,5.4066231133138094e-05,1.5105816242780679e-05,0.0
gathers,9.011038522189682e-06,1.0070544161853786e-05,1.8515775440675455e-05
gaudery,9.011038522189682e-06,0.0,0.0
gaul,1.8022077044379365e-05,0.0004128923106360052,0.0
gauls,2.7033115566569047e-05,2.0141088323707573e-05,0.0
gay,2.7033115566569047e-05,0.0001460228903468799,0.0
gayety,9.011038522189682e-06,5.035272080926893e-06,0.0
gazed,1.8022077044379365e-05,3.524690456648825e-05,0.0
gazing,1.8022077044379365e-05,1.5105816242780679e-05,3.703155088135091e-05
geese,9.011038522189682e-06,0.0,1.8515775440675455e-05
gellius,9.011038522189682e-06,0.0,0.0
gem,1.8022077044379365e-05,5.035272080926893e-06,1.8515775440675455e-05
geminos,9.011038522189682e-06,0.0,0.0
gen,0.00017120973192160397,0.0,0.0
genera,9.011038522189682e-06,0.0,0.0
general,0.0005226402342870016,0.0021903433552031984,0.0002962524070508073
generality,9.011038522189682e-06,1.5105816242780679e-05,0.0
generalizations,9.011038522189682e-06,0.0,0.0
generall,1.8022077044379365e-05,0.0,0.0
generally,0.0005046181572426222,0.0002970810527746867,1.8515775440675455e-05
generals,6.307726965532778e-05,0.00018630506699429504,0.0
generate,1.8022077044379365e-05,0.0,0.0
generated,9.011038522189682e-06,1.5105816242780679e-05,0.0
generates,9.011038522189682e-06,0.0,0.0
generation,9.91214237440865e-05,7.552908121390339e-05,3.703155088135091e-05
generations,5.4066231133138094e-05,5.538799289019582e-05,1.8515775440675455e-05
generative,9.011038522189682e-06,5.035272080926893e-06,0.0
generosity,9.011038522189682e-06,0.00015609343450873368,0.0
generous,0.00011714350078846587,0.0003474337735839556,7.406310176270182e-05
generously,1.8022077044379365e-05,2.5176360404634465e-05,1.8515775440675455e-05
genesis,2.7033115566569047e-05,0.0,0.0
genitals,9.011038522189682e-06,0.0,0.0
genitings,9.011038522189682e-06,0.0,0.0
genius,0.00016219869339941428,0.0004078570385550783,1.8515775440675455e-05
geniuses,9.011038522189682e-06,0.0,0.0
gentes,9.011038522189682e-06,0.0,0.0
gentiles,4.505519261094841e-05,4.5317448728342034e-05,0.0
gentis,9.011038522189682e-06,0.0,0.0
gentle,0.000198242847488173,0.00010070544161853786,0.0007406310176270182
gentleman,0.00018923180896598333,0.0009264900628905483,0.0023885350318471337
gentlemans,1.8022077044379365e-05,6.0423264971122714e-05,0.0
gentlemen,0.00024329804009912143,0.0008056435329483029,0.0004814101614575618
gently,3.604415408875873e-05,5.035272080926893e-05,5.554732632202637e-05
genuine,0.00010813246226627619,0.00013091707410409922,1.8515775440675455e-05
genuinely,9.011038522189682e-06,0.0,0.0
genus,2.7033115566569047e-05,0.0,0.0
geometrical,9.011038522189682e-06,1.0070544161853786e-05,0.0
georg,1.8022077044379365e-05,0.0,0.0
georgia,1.8022077044379365e-05,1.0070544161853786e-05,0.0
georgics,9.011038522189682e-06,0.0,0.0
georgio,9.011038522189682e-06,0.0,0.0
geraldus,9.011038522189682e-06,0.0,0.0
gerard,9.011038522189682e-06,0.0,0.0
germ,9.011038522189682e-06,5.035272080926893e-06,0.0
germander,1.8022077044379365e-05,0.0,0.0
germans,9.011038522189682e-06,0.00030211632485561355,0.0
germany,6.307726965532778e-05,0.0003625395898267363,1.8515775440675455e-05
gesta,9.011038522189682e-06,0.0,0.0
gesticulations,9.011038522189682e-06,0.0,0.0
gesture,5.4066231133138094e-05,1.0070544161853786e-05,5.554732632202637e-05
getteth,9.011038522189682e-06,0.0,0.0
gettings,1.8022077044379365e-05,0.0,0.0
gewgaws,9.011038522189682e-06,0.0,0.0
ghost,0.00018923180896598333,1.0070544161853786e-05,0.0006480521404236409
giant,6.307726965532778e-05,4.0282176647415145e-05,1.8515775440675455e-05
giants,0.00018022077044379365,2.0141088323707573e-05,1.8515775440675455e-05
gibbon,9.011038522189682e-06,0.0001359523461850261,0.0
giddiness,3.604415408875873e-05,0.0,0.0
giddy,3.604415408875873e-05,5.035272080926893e-06,0.0
