word,Early,Late,Shakespeare
adamant,2.7033115566569047e-05,1.0070544161853786e-05,1.8515775440675455e-05
adapt,1.8022077044379365e-05,1.5105816242780679e-05,0.0
adapted,6.307726965532778e-05,0.0001460228903468799,0.0
add,0.0002613201171435008,0.00023162251572263708,5.554732632202637e-05
addeth,4.505519261094841e-05,0.0,0.0
adding,4.505519261094841e-05,7.552908121390339e-05,0.0
addison,2.7033115566569047e-05,1.5105816242780679e-05,0.0
addition,0.00011714350078846587,4.0282176647415145e-05,0.0001666419789660791
additions,1.8022077044379365e-05,0.0,0.0
address,6.307726965532778e-05,0.00023665778780356396,5.554732632202637e-05
addressed,3.604415408875873e-05,0.00015105816242780678,1.8515775440675455e-05
adds,4.505519261094841e-05,1.5105816242780679e-05,7.406310176270182e-05
adeste,9.011038522189682e-06,0.0,0.0
adhere,2.7033115566569047e-05,4.5317448728342034e-05,0.0
adhered,2.7033115566569047e-05,4.5317448728342034e-05,0.0
adheres,1.8022077044379365e-05,1.0070544161853786e-05,3.703155088135091e-05
adjacency,9.011038522189682e-06,0.0,0.0
adjourn,9.011038522189682e-06,0.0,0.0
administer,3.604415408875873e-05,4.0282176647415145e-05,0.0
administered,9.011038522189682e-06,5.538799289019582e-05,0.0
administering,9.011038522189682e-06,5.035272080926893e-06,0.0
administers,9.011038522189682e-06,0.0,0.0
administration,4.505519261094841e-05,0.0006999028192488381,0.0
admirable,0.00011714350078846587,5.538799289019582e-05,5.554732632202637e-05
admirably,2.7033115566569047e-05,2.5176360404634465e-05,0.0
admiral,1.8022077044379365e-05,1.0070544161853786e-05,0.0
admirall,9.011038522189682e-06,0.0,0.0
admirallio,9.011038522189682e-06,0.0,0.0
admiration,0.00016219869339941428,0.0002165166994798564,0.00011109465264405274
admire,9.011038522189682e-05,7.552908121390339e-05,1.8515775440675455e-05
admired,5.4066231133138094e-05,0.00011077598578039164,3.703155088135091e-05
admirer,2.7033115566569047e-05,3.0211632485561357e-05,0.0
admirers,2.7033115566569047e-05,3.0211632485561357e-05,0.0
admiring,9.011038522189682e-06,5.035272080926893e-06,3.703155088135091e-05
admission,5.4066231133138094e-05,7.552908121390339e-05,0.0
admit,0.00014417661635503492,0.00023665778780356396,5.554732632202637e-05
admits,3.604415408875873e-05,3.0211632485561357e-05,0.0
admittance,2.7033115566569047e-05,3.524690456648825e-05,1.8515775440675455e-05
admitted,0.00013516557783284524,0.00032729268526024804,1.8515775440675455e-05
admonished,2.7033115566569047e-05,2.5176360404634465e-05,0.0
admonishes,9.011038522189682e-06,0.0,0.0
admonition,7.208830817751746e-05,3.524690456648825e-05,0.0
ado,4.505519261094841e-05,0.0,0.00014812620352540364
adoption,4.505519261094841e-05,5.538799289019582e-05,1.8515775440675455e-05
adored,1.8022077044379365e-05,6.545853705204961e-05,0.0
adorned,5.4066231133138094e-05,0.00010574071369946475,0.0
adrian,1.8022077044379365e-05,0.0,0.00011109465264405274
adrianople,9.011038522189682e-06,0.0,0.0
aduenture,9.011038522189682e-06,0.0,0.0
adulation,9.011038522189682e-06,2.5176360404634465e-05,0.0
adulteresses,9.011038522189682e-06,0.0,0.0
adust,9.011038522189682e-06,0.0,0.0
adv,1.8022077044379365e-05,0.0,1.8515775440675455e-05
advance,0.00014417661635503492,8.559962537575718e-05,3.703155088135091e-05
advanced,8.109934669970714e-05,0.0003474337735839556,1.8515775440675455e-05
advancement,0.00021626492453255238,1.0070544161853786e-05,9.257887720337727e-05
advancements,9.011038522189682e-06,0.0,0.0
advanceth,9.011038522189682e-06,0.0,0.0
advancing,3.604415408875873e-05,0.00012588180202317232,3.703155088135091e-05
advantage,0.00024329804009912143,0.0004833861197689817,9.257887720337727e-05
advantageous,1.8022077044379365e-05,0.00011581125786131854,1.8515775440675455e-05
advantages,4.505519261094841e-05,0.00028701050861283287,3.703155088135091e-05
adventitious,1.8022077044379365e-05,2.5176360404634465e-05,0.0
adventure,2.7033115566569047e-05,5.538799289019582e-05,0.00011109465264405274
adventures,2.7033115566569047e-05,7.04938091329765e-05,1.8515775440675455e-05
adversario,9.011038522189682e-06,0.0,0.0
adversarum,9.011038522189682e-06,0.0,0.0
adverse,4.505519261094841e-05,7.552908121390339e-05,0.0
adversities,9.011038522189682e-06,0.0,0.0
adversity,0.00016219869339941428,3.0211632485561357e-05,0.0
advertise,1.8022077044379365e-05,5.035272080926893e-06,0.0
advertisement,2.7033115566569047e-05,2.5176360404634465e-05,0.0
advertit,9.011038522189682e-06,0.0,0.0
advice,0.0001531876548772246,0.00033736322942210184,0.00014812620352540364
advices,9.011038522189682e-06,5.035272080926893e-06,0.0
advise,5.4066231133138094e-05,4.0282176647415145e-05,0.00014812620352540364
advised,5.4066231133138094e-05,5.538799289019582e-05,0.0
advisedly,9.011038522189682e-06,5.035272080926893e-06,0.0
advisers,9.011038522189682e-06,5.035272080926893e-05,0.0
advising,9.011038522189682e-06,5.035272080926893e-06,0.0
advocate,1.8022077044379365e-05,6.545853705204961e-05,7.406310176270182e-05
advocates,3.604415408875873e-05,4.0282176647415145e-05,1.8515775440675455e-05
advoutresses,9.011038522189682e-06,0.0,0.0
afar,7.208830817751746e-05,0.0,5.554732632202637e-05
affability,9.011038522189682e-06,2.0141088323707573e-05,0.0
affable,1.8022077044379365e-05,3.0211632485561357e-05,0.0
affair,3.604415408875873e-05,0.00019134033907522194,7.406310176270182e-05
affairs,0.00024329804009912143,0.0006696911867632768,0.00018515775440675454
affect,0.00014417661635503492,0.00012084652994224543,1.8515775440675455e-05
affectation,2.7033115566569047e-05,4.5317448728342034e-05,1.8515775440675455e-05
affection,0.00032439738679882857,0.00032729268526024804,0.00025922085616945635
affectionate,3.604415408875873e-05,6.545853705204961e-05,1.8515775440675455e-05
affectione,9.011038522189682e-06,0.0,0.0
affections,0.00033340842532101825,0.00016112870658966058,9.257887720337727e-05
affectui,9.011038522189682e-06,0.0,0.0
affinity,1.8022077044379365e-05,4.5317448728342034e-05,0.0
affirm,4.505519261094841e-05,4.5317448728342034e-05,1.8515775440675455e-05
affirmative,9.011038522189682e-06,4.0282176647415145e-05,0.0
affirmed,4.505519261094841e-05,4.5317448728342034e-05,0.0
affixed,2.7033115566569047e-05,1.0070544161853786e-05,0.0
afflict,3.604415408875873e-05,5.035272080926893e-06,5.554732632202637e-05
afflicted,2.7033115566569047e-05,0.00010574071369946475,0.0
afflicting,1.8022077044379365e-05,5.035272080926893e-06,0.0
affliction,0.00014417661635503492,2.5176360404634465e-05,0.0001666419789660791
afflictions,0.00017120973192160397,2.5176360404634465e-05,1.8515775440675455e-05
affluence,1.8022077044379365e-05,6.0423264971122714e-05,0.0
afford,0.00018022077044379365,0.00016112870658966058,1.8515775440675455e-05
afforded,0.000198242847488173,0.00015105816242780678,0.0
affording,3.604415408875873e-05,1.0070544161853786e-05,0.0
affords,4.505519261094841e-05,5.035272080926893e-05,0.0
affrighted,2.7033115566569047e-05,3.0211632485561357e-05,3.703155088135091e-05
affrights,9.011038522189682e-06,0.0,0.0
affronts,9.011038522189682e-06,5.035272080926893e-06,0.0
afraid,0.0002973642712322595,0.0002165166994798564,0.00014812620352540364
afresh,9.011038522189682e-06,0.0,3.703155088135091e-05
africa,9.011038522189682e-06,0.00031722214109839423,0.0
africanus,2.7033115566569047e-05,1.0070544161853786e-05,0.0
afternoon,4.505519261094841e-05,2.5176360404634465e-05,3.703155088135091e-05
afterthought,9.011038522189682e-06,0.0,0.0
againaction,9.011038522189682e-06,0.0,0.0
agamemnon,2.7033115566569047e-05,0.0,0.0
age,0.0010182473530074342,0.0012487474760698694,0.0006110205895422901
aged,8.109934669970714e-05,2.0141088323707573e-05,7.406310176270182e-05
agency,1.8022077044379365e-05,2.0141088323707573e-05,0.0
agendum,9.011038522189682e-06,0.0,0.0
agere,9.011038522189682e-06,0.0,0.0
ages,0.00027033115566569047,0.0002719046923700522,3.703155088135091e-05
agesilas,9.011038522189682e-06,0.0,0.0
agesilaus,1.8022077044379365e-05,0.0,0.0
aggravate,4.505519261094841e-05,4.0282176647415145e-05,0.0
aggravation,9.011038522189682e-06,1.5105816242780679e-05,0.0
agit,9.011038522189682e-06,0.0,0.0
agitation,3.604415408875873e-05,2.5176360404634465e-05,0.0
agitations,9.011038522189682e-06,1.0070544161853786e-05,0.0
agmina,9.011038522189682e-06,0.0,0.0
agoe,9.011038522189682e-06,0.0,0.0
agree,8.109934669970714e-05,0.00010574071369946475,7.406310176270182e-05
agreeable,9.011038522189682e-05,0.00018630506699429504,0.0
agreeably,2.7033115566569047e-05,3.524690456648825e-05,0.0
agreement,5.4066231133138094e-05,3.524690456648825e-05,1.8515775440675455e-05
agrees,9.011038522189682e-06,1.0070544161853786e-05,1.8515775440675455e-05
agreeth,1.8022077044379365e-05,0.0,0.0
agrippa,1.8022077044379365e-05,5.035272080926893e-06,0.0
ahab,1.8022077044379365e-05,0.0,0.0
ahmed,9.011038522189682e-06,0.0,0.0
aid,0.00012615453931065555,0.00012588180202317232,9.257887720337727e-05
aided,9.011038522189682e-06,1.0070544161853786e-05,1.8515775440675455e-05
aids,4.505519261094841e-05,4.0282176647415145e-05,0.0
aim,9.91214237440865e-05,7.04938091329765e-05,3.703155088135091e-05
aiming,9.011038522189682e-06,1.5105816242780679e-05,0.0
air,0.0004235188105429151,0.0003625395898267363,0.0007961783439490446
airs,2.7033115566569047e-05,1.0070544161853786e-05,9.257887720337727e-05
alacrity,1.8022077044379365e-05,4.0282176647415145e-05,0.0
alarm,9.011038522189682e-06,0.0001359523461850261,1.8515775440675455e-05
alarmed,9.011038522189682e-06,0.0002769399644509791,0.0
alarum,1.8022077044379365e-05,0.0,3.703155088135091e-05
alas,0.00028835323271006984,0.00011077598578039164,0.0004814101614575618
alban,3.604415408875873e-05,0.0,0.0
albani,9.011038522189682e-06,0.0,0.0
albans,2.7033115566569047e-05,0.0,0.0
albeit,5.4066231133138094e-05,0.0,1.8515775440675455e-05
albert,9.011038522189682e-06,0.0,0.0
alchemists,3.604415408875873e-05,0.0,0.0
alcibiades,1.8022077044379365e-05,0.0,0.0
alcoran,1.8022077044379365e-05,0.0,0.0
alderman,1.8022077044379365e-05,1.5105816242780679e-05,0.0
aldermans,9.011038522189682e-06,0.0,0.0
alex,9.011038522189682e-06,0.0,0.0
alexander,5.4066231133138094e-05,0.0003524690456648825,0.00011109465264405274
alexanders,1.8022077044379365e-05,5.035272080926893e-06,0.0
alienated,1.8022077044379365e-05,1.0070544161853786e-05,0.0
alieni,1.8022077044379365e-05,0.0,0.0
alight,1.8022077044379365e-05,1.0070544161853786e-05,1.8515775440675455e-05
aliment,3.604415408875873e-05,0.0,0.0
aliter,9.011038522189682e-06,0.0,0.0
aliud,9.011038522189682e-06,0.0,0.0
alive,0.00014417661635503492,9.567016953761097e-05,0.00025922085616945635
allegation,9.011038522189682e-06,0.0,0.0
allege,3.604415408875873e-05,2.0141088323707573e-05,0.0
alleged,9.011038522189682e-06,4.5317448728342034e-05,0.0
allegiance,3.604415408875873e-05,0.00011077598578039164,7.406310176270182e-05
alleging,2.7033115566569047e-05,5.035272080926893e-06,0.0
allegories,3.604415408875873e-05,1.0070544161853786e-05,0.0
allegory,0.00022527596305474206,3.0211632485561357e-05,0.0
alleviating,9.011038522189682e-06,2.0141088323707573e-05,0.0
alley,3.604415408875873e-05,1.5105816242780679e-05,0.0
alleys,0.00014417661635503492,0.0,1.8515775440675455e-05
allgift,9.011038522189682e-06,0.0,0.0
alliance,1.8022077044379365e-05,0.00019134033907522194,1.8515775440675455e-05
alliances,1.8022077044379365e-05,2.5176360404634465e-05,0.0
allowance,8.109934669970714e-05,5.538799289019582e-05,5.554732632202637e-05
allowances,9.011038522189682e-06,5.035272080926893e-06,0.0
allowed,6.307726965532778e-05,0.00023162251572263708,3.703155088135091e-05
alloy,9.011038522189682e-06,5.035272080926893e-06,0.0
alltalented,9.011038522189682e-06,0.0,0.0
alluded,4.505519261094841e-05,2.5176360404634465e-05,1.8515775440675455e-05
alludes,0.00037846361793196666,0.0,0.0
allusion,7.208830817751746e-05,1.5105816242780679e-05,3.703155088135091e-05
allusions,3.604415408875873e-05,2.0141088323707573e-05,0.0
almaigne,9.011038522189682e-06,0.0,0.0
almighty,9.011038522189682e-05,0.0,0.0
almondtree,9.011038522189682e-06,0.0,0.0
alms,3.604415408875873e-05,3.524690456648825e-05,3.703155088135091e-05
aloft,6.307726965532778e-05,0.0,1.8515775440675455e-05
aloof,1.8022077044379365e-05,1.5105816242780679e-05,5.554732632202637e-05
aloud,8.109934669970714e-05,4.5317448728342034e-05,3.703155088135091e-05
alpha,9.011038522189682e-06,0.0,0.0
alphabet,1.8022077044379365e-05,0.0,0.0
alphonso,9.011038522189682e-06,0.0,0.0
alphonsus,1.8022077044379365e-05,0.0,0.0
alta,1.8022077044379365e-05,0.0,0.0
altar,0.00011714350078846587,5.538799289019582e-05,0.0
alter,7.208830817751746e-05,7.552908121390339e-05,3.703155088135091e-05
alteration,0.00010813246226627619,0.00013091707410409922,5.554732632202637e-05
alterations,2.7033115566569047e-05,4.5317448728342034e-05,0.0
altercate,9.011038522189682e-06,0.0,0.0
altered,0.00011714350078846587,7.552908121390339e-05,1.8515775440675455e-05
alteri,9.011038522189682e-06,0.0,0.0
altering,9.011038522189682e-06,1.5105816242780679e-05,0.0
altero,2.7033115566569047e-05,0.0,0.0
alterum,9.011038522189682e-06,0.0,0.0
altogether,0.00013516557783284524,7.04938091329765e-05,9.257887720337727e-05
amabitur,9.011038522189682e-06,0.0,0.0
amalthean,9.011038522189682e-06,0.0,0.0
amantes,1.8022077044379365e-05,0.0,0.0
amare,9.011038522189682e-06,0.0,0.0
ambassador,7.208830817751746e-05,2.5176360404634465e-05,1.8515775440675455e-05
ambassadors,3.604415408875873e-05,7.552908121390339e-05,5.554732632202637e-05
ambassage,9.011038522189682e-06,0.0,0.0
ambiguous,2.7033115566569047e-05,6.0423264971122714e-05,1.8515775440675455e-05
ambition,0.00018923180896598333,0.0005488446568210313,0.0002407050807287809
ambitions,1.8022077044379365e-05,0.0,0.0
ambitious,0.00016219869339941428,0.000140987618265953,3.703155088135091e-05
ambos,9.011038522189682e-06,0.0,0.0
ambush,2.7033115566569047e-05,5.035272080926893e-06,1.8515775440675455e-05
amemus,1.8022077044379365e-05,0.0,0.0
amen,0.0001531876548772246,5.035272080926893e-06,5.554732632202637e-05
amendment,3.604415408875873e-05,6.545853705204961e-05,0.0
amends,3.604415408875873e-05,4.0282176647415145e-05,9.257887720337727e-05
america,4.505519261094841e-05,0.0008660667979194256,0.0
ami,9.011038522189682e-06,5.035272080926893e-06,0.0
amiable,1.8022077044379365e-05,0.00019637561115614882,0.0
amici,9.011038522189682e-06,0.0,0.0
amiciti,9.011038522189682e-06,0.0,0.0
amiss,9.91214237440865e-05,2.5176360404634465e-05,7.406310176270182e-05
amity,1.8022077044379365e-05,0.0,3.703155088135091e-05
ammunition,9.011038522189682e-06,0.0,0.0
amo,1.8022077044379365e-05,0.0,0.0
amoris,9.011038522189682e-06,0.0,0.0
amorous,2.7033115566569047e-05,0.0,1.8515775440675455e-05
amours,3.604415408875873e-05,1.0070544161853786e-05,0.0
ample,1.8022077044379365e-05,0.0001460228903468799,3.703155088135091e-05
amplificand,9.011038522189682e-06,0.0,0.0
amplification,2.7033115566569047e-05,5.035272080926893e-06,0.0
amplify,9.011038522189682e-06,0.0,1.8515775440675455e-05
amplitude,1.8022077044379365e-05,5.035272080926893e-06,0.0
amplius,9.011038522189682e-06,0.0,0.0
amsterdam,3.604415408875873e-05,1.0070544161853786e-05,0.0
amuse,1.8022077044379365e-05,6.545853705204961e-05,0.0
amusement,5.4066231133138094e-05,0.00018126979491336814,0.0
amusing,9.011038522189682e-06,6.0423264971122714e-05,0.0
amyas,1.8022077044379365e-05,0.0,0.0
anabaptists,9.011038522189682e-06,0.0,0.0
anachronism,9.011038522189682e-06,0.0,0.0
analogies,9.011038522189682e-06,0.0,0.0
analysis,1.8022077044379365e-05,5.035272080926893e-06,0.0
anathema,9.011038522189682e-06,0.0,0.0
ancestor,9.011038522189682e-06,2.0141088323707573e-05,0.0
ancestors,9.011038522189682e-06,0.00022658724364171018,0.0
anchor,8.109934669970714e-05,5.035272080926893e-06,1.8515775440675455e-05
ancient,0.000820004505519261,0.0012336416598270887,0.00018515775440675454
ancientest,9.011038522189682e-06,0.0,0.0
anciently,5.4066231133138094e-05,5.035272080926893e-06,0.0
ancientness,9.011038522189682e-06,0.0,0.0
ancients,0.000396485694976346,0.00012588180202317232,0.0
andes,9.011038522189682e-06,0.0,0.0
andromeda,9.011038522189682e-06,0.0,0.0
anecdote,9.011038522189682e-06,0.0,0.0
anecdotes,9.011038522189682e-06,1.5105816242780679e-05,0.0
aneddote,9.011038522189682e-06,0.0,0.0
anemones,9.011038522189682e-06,0.0,0.0
anew,2.7033115566569047e-05,0.0,0.0
angel,0.00012615453931065555,7.552908121390339e-05,0.00011109465264405274
angels,0.00033340842532101825,2.0141088323707573e-05,0.00020367352984743
anger,0.0004054967334985357,0.00011077598578039164,0.00020367352984743
angle,3.604415408875873e-05,0.0,5.554732632202637e-05
angli,1.8022077044379365e-05,5.035272080926893e-06,0.0
anglic,9.011038522189682e-06,0.0,0.0
anglois,9.011038522189682e-06,0.0,0.0
angora,9.011038522189682e-06,0.0,0.0
angry,0.00021626492453255238,0.00016112870658966058,0.00014812620352540364
angues,9.011038522189682e-06,0.0,0.0
anguis,9.011038522189682e-06,0.0,0.0
anguish,9.011038522189682e-06,5.035272080926893e-05,3.703155088135091e-05
anima,9.011038522189682e-06,0.0,0.0
animal,1.8022077044379365e-05,4.5317448728342034e-05,1.8515775440675455e-05
animals,5.4066231133138094e-05,6.0423264971122714e-05,1.8515775440675455e-05
animasque,9.011038522189682e-06,0.0,0.0
animate,9.011038522189682e-06,3.0211632485561357e-05,0.0
animates,1.8022077044379365e-05,1.5105816242780679e-05,0.0
animateth,9.011038522189682e-06,0.0,0.0
animi,2.7033115566569047e-05,0.0,0.0
animorum,9.011038522189682e-06,0.0,0.0
animosities,1.8022077044379365e-05,2.0141088323707573e-05,0.0
animque,9.011038522189682e-06,0.0,0.0
animum,9.011038522189682e-06,0.0,0.0
anjou,9.011038522189682e-06,0.0,0.0
ann,7.208830817751746e-05,5.035272080926893e-06,0.0
anne,2.7033115566569047e-05,5.035272080926893e-06,0.0
annexed,2.7033115566569047e-05,2.0141088323707573e-05,0.0
annihilate,1.8022077044379365e-05,1.5105816242780679e-05,0.0
annihilated,9.011038522189682e-06,5.035272080926893e-05,0.0
annihilation,3.604415408875873e-05,2.5176360404634465e-05,0.0
annis,1.8022077044379365e-05,0.0,0.0
announced,9.011038522189682e-06,0.00010070544161853786,0.0
announcement,1.8022077044379365e-05,0.0,0.0
annoy,9.011038522189682e-06,0.0,1.8515775440675455e-05
annum,2.7033115566569047e-05,1.5105816242780679e-05,0.0
annus,9.011038522189682e-06,0.0,0.0
anointed,3.604415408875873e-05,1.0070544161853786e-05,3.703155088135091e-05
anomalous,9.011038522189682e-06,5.035272080926893e-06,0.0
anothers,7.208830817751746e-05,5.035272080926893e-06,3.703155088135091e-05
anselm,9.011038522189682e-06,0.0,0.0
anselmus,9.011038522189682e-06,0.0,0.0
